id,producto_nombre,categoria,modelo,descripcion,precio_publico,precio_mayoreo,imagen_path,video_path,website_present,app_present,website_precio_publico,website_precio_mayoreo,app_precio_publico,app_precio_mayoreo,image_exists,video_exists,price_status,category_status,product_status,estado,source,last_checked
celular-samsung-z-fip3-pro-doble-pantalla-8-plus-128,Samsung Z FIP3 PRO ，Doble Pantalla,Celulares Samsung,Samsung Z FIP3 PRO ，Doble Pantalla 8+128,"Samsung Z FIP3 PRO ，Doble Pantalla 8+128 publicado desde la lista de precios HAODE. Consulta disponibilidad, estado del equipo y condiciones por WhatsApp antes de confirmar el pedido.",4000,4000,/assets/products/placeholder.svg,,yes,yes,4000,0,4000,4000,placeholder_authorized,no,OK,OK,imagen_pendiente,Activo,HAODE Lista_de_Precios_HAODE_2026_Clientesxlsx.xlsx · Lista_Precios · fila 211,2026-07-25
celular-samsungs9-plus-6-plus-64,SamsungS9 PLUS,Celulares Samsung,SamsungS9 PLUS 6+64,"SamsungS9 PLUS 6+64 publicado desde la lista de precios HAODE. Consulta disponibilidad, estado del equipo y condiciones por WhatsApp antes de confirmar el pedido.",2300,2300,/assets/products/placeholder.svg,,yes,yes,2300,0,2300,2300,placeholder_authorized,no,OK,OK,imagen_pendiente,Activo,HAODE Lista_de_Precios_HAODE_2026_Clientesxlsx.xlsx · Lista_Precios · fila 200,2026-07-25
fundas-funda-5in1-con-mica-premium-3d,FUNDA 5IN1 CON MICA PREMIUM 3D,Fundas,FUNDA 5IN1 CON MICA PREMIUM 3D,"FUNDA 5IN1 CON MICA PREMIUM 3D · 145 para técnicos, tiendas y mayoreo HAODE en México. Consulta disponibilidad, modelo exacto y cantidad por WhatsApp antes de confirmar el pedido.",100,90,/assets/products/placeholder.svg,,yes,yes,100,90,100,90,placeholder_authorized,no,OK,OK,imagen_pendiente,Activo,HAODE Lista_de_Precios_HAODE_2026_Clientesxlsx.xlsx · Lista_Precios · fila 170,2026-07-25
fundas-funda-5in1-con-mica-premium-3d-13pro-14pro-16pro,FUNDA 5IN1 CON MICA PREMIUM 3D · 13PRO/14PRO/16PRO,Fundas,13PRO/14PRO/16PRO,"FUNDA 5IN1 CON MICA PREMIUM 3D · 13PRO/14PRO/16PRO · 145 para técnicos, tiendas y mayoreo HAODE en México. Consulta disponibilidad, modelo exacto y cantidad por WhatsApp antes de confirmar el pedido.",100,90,/assets/products/placeholder.svg,,yes,yes,100,90,100,90,placeholder_authorized,no,OK,OK,imagen_pendiente,Activo,HAODE Lista_de_Precios_HAODE_2026_Clientesxlsx.xlsx · Lista_Precios · fila 169,2026-07-25
fundas-kit-aluminio-de-17pro-con-logo-13pro-14pro-15pro-16pro,KIT ALUMINIO DE 17PRO CON LOGO · 13PRO/14PRO/15PRO/16PRO,Fundas,13PRO/14PRO/15PRO/16PRO,"KIT ALUMINIO DE 17PRO CON LOGO · 13PRO/14PRO/15PRO/16PRO · 145 para técnicos, tiendas y mayoreo HAODE en México. Consulta disponibilidad, modelo exacto y cantidad por WhatsApp antes de confirmar el pedido.",120,100,/assets/products/placeholder.svg,,yes,yes,120,100,120,100,placeholder_authorized,no,OK,OK,imagen_pendiente,Activo,HAODE Lista_de_Precios_HAODE_2026_Clientesxlsx.xlsx · Lista_Precios · fila 171,2026-07-25
fundas-kit-aluminio-de-17promax-con-logo,KIT ALUMINIO DE 17PROMAX CON LOGO,Fundas,KIT ALUMINIO DE 17PROMAX CON LOGO,"KIT ALUMINIO DE 17PROMAX CON LOGO · 145 para técnicos, tiendas y mayoreo HAODE en México. Consulta disponibilidad, modelo exacto y cantidad por WhatsApp antes de confirmar el pedido.",120,100,/assets/products/placeholder.svg,,yes,yes,120,100,120,100,placeholder_authorized,no,OK,OK,imagen_pendiente,Activo,HAODE Lista_de_Precios_HAODE_2026_Clientesxlsx.xlsx · Lista_Precios · fila 172,2026-07-25
fundas-kit-aluminio-de-17promax-sin-logo,KIT ALUMINIO DE 17PROMAX SIN LOGO,Fundas,KIT ALUMINIO DE 17PROMAX SIN LOGO,"KIT ALUMINIO DE 17PROMAX SIN LOGO · 145 para técnicos, tiendas y mayoreo HAODE en México. Consulta disponibilidad, modelo exacto y cantidad por WhatsApp antes de confirmar el pedido.",120,100,/assets/products/placeholder.svg,,yes,yes,120,100,120,100,placeholder_authorized,no,OK,OK,imagen_pendiente,Activo,"HAODE Lista_de_Precios_HAODE_2026_Clientesxlsx.xlsx · Lista_Precios · filas 173, 174, 175, 176",2026-07-25
fundas-kit-carcasa-metalica-con-flex-carcasas-11-17pro,KIT CARCASA METALICA CON FLEX · CARCASAS 11/17PRO,Fundas,CARCASAS 11/17PRO,"KIT CARCASA METALICA CON FLEX · CARCASAS 11/17PRO · 145 para técnicos, tiendas y mayoreo HAODE en México. Consulta disponibilidad, modelo exacto y cantidad por WhatsApp antes de confirmar el pedido.",400,350,/assets/products/placeholder.svg,,yes,yes,400,350,400,350,placeholder_authorized,no,OK,OK,imagen_pendiente,Activo,HAODE Lista_de_Precios_HAODE_2026_Clientesxlsx.xlsx · Lista_Precios · fila 166,2026-07-25
fundas-kit-carcasa-metalica-con-flex-carcasas-xr-17pro,KIT CARCASA METALICA CON FLEX · CARCASAS XR/17PRO,Fundas,CARCASAS XR/17PRO,"KIT CARCASA METALICA CON FLEX · CARCASAS XR/17PRO · 145 para técnicos, tiendas y mayoreo HAODE en México. Consulta disponibilidad, modelo exacto y cantidad por WhatsApp antes de confirmar el pedido.",400,350,/assets/products/placeholder.svg,,yes,yes,400,350,400,350,placeholder_authorized,no,OK,OK,imagen_pendiente,Activo,HAODE Lista_de_Precios_HAODE_2026_Clientesxlsx.xlsx · Lista_Precios · fila 165,2026-07-25
fundas-kit-carcasa-metalica-con-flex-carcasas-xs-17pro,KIT CARCASA METALICA CON FLEX · CARCASAS XS/17PRO,Fundas,CARCASAS XS/17PRO,"KIT CARCASA METALICA CON FLEX · CARCASAS XS/17PRO · 145 para técnicos, tiendas y mayoreo HAODE en México. Consulta disponibilidad, modelo exacto y cantidad por WhatsApp antes de confirmar el pedido.",400,350,/assets/products/placeholder.svg,,yes,yes,400,350,400,350,placeholder_authorized,no,OK,OK,imagen_pendiente,Activo,HAODE Lista_de_Precios_HAODE_2026_Clientesxlsx.xlsx · Lista_Precios · fila 167,2026-07-25
fundas-kit-carcasa-metalica-con-flex-carcasas-xsmax-17pro,KIT CARCASA METALICA CON FLEX · CARCASAS XSMAX/17PRO,Fundas,CARCASAS XSMAX/17PRO,"KIT CARCASA METALICA CON FLEX · CARCASAS XSMAX/17PRO · 145 para técnicos, tiendas y mayoreo HAODE en México. Consulta disponibilidad, modelo exacto y cantidad por WhatsApp antes de confirmar el pedido.",400,350,/assets/products/placeholder.svg,,yes,yes,400,350,400,350,placeholder_authorized,no,OK,OK,imagen_pendiente,Activo,HAODE Lista_de_Precios_HAODE_2026_Clientesxlsx.xlsx · Lista_Precios · fila 168,2026-07-25
aimb-g5-ai-sports,AIMB-G5 AI SPORTS,Gafas AI,Gafas AI deportivas,Gafas AI deportivas de HAODE. Cotiza cantidad y confirma detalles del modelo por WhatsApp.,855,805,/assets/products/productos-ai/aimb-g5-ai-smart-glasses/main.jpg,,yes,yes,855,805,855,805,yes,no,OK,OK,video_faltante,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
gafas-ai-gafas-ai-m02,Gafas AI M02,Gafas AI,Gafas AI M02,Gafas AI M02 de HAODE. Cotiza cantidad y confirma detalles del modelo por WhatsApp.,800,750,/assets/products/placeholder.svg,,yes,yes,1600,1400,1600,1400,placeholder_authorized,no,OK,OK,imagen_pendiente,Activo,HAODE Lista_de_Precios_HAODE_2026_Clientesxlsx.xlsx · Lista_Precios · fila 187,2026-07-25
gafas-ai-gafas-ai-m08,Gafas AI M08,Gafas AI,Gafas AI M08,Gafas AI M08 de HAODE. Cotiza cantidad y confirma detalles del modelo por WhatsApp.,1000,900,/assets/products/placeholder.svg,,yes,yes,1700,1500,1700,1500,placeholder_authorized,no,OK,OK,imagen_pendiente,Activo,HAODE Lista_de_Precios_HAODE_2026_Clientesxlsx.xlsx · Lista_Precios · fila 186,2026-07-25
gafas-ai-gafas-ai-m89,Gafas AI M89,Gafas AI,Gafas AI M89,Gafas AI M89 de HAODE. Cotiza cantidad y confirma detalles del modelo por WhatsApp.,631,581,/assets/products/placeholder.svg,,yes,yes,631,581,631,581,placeholder_authorized,no,OK,OK,imagen_pendiente,Activo,HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
gafas-ai-gafas-ai-m95,Gafas AI M95,Gafas AI,Gafas AI M95,Gafas AI M95 de HAODE. Cotiza cantidad y confirma detalles del modelo por WhatsApp.,709,659,/assets/products/placeholder.svg,,yes,yes,709,659,709,659,placeholder_authorized,no,OK,OK,imagen_pendiente,Activo,HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
haode-ai-g3-smart-glasses,Gafas Inteligentes AI G3,Gafas AI,HAODE AI G3 Smart Glasses,HAODE AI G3 Smart Glasses de HAODE. Cotiza cantidad y confirma detalles del modelo por WhatsApp.,855,805,/assets/products/other/ai-smart-glasses-aimb-g3-main.jpeg,,yes,yes,855,805,855,805,yes,no,OK,OK,video_faltante,Activo,boss_confirmed_2026-06-05|app/products.json|website:ai-productos.html|website:products.generated.js|firestore_queue_pending|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
haode-ai-w610-smart-glasses,Gafas Inteligentes AI W610,Gafas AI,HAODE AI W610 Smart Glasses,HAODE AI W610 Smart Glasses de HAODE. Cotiza cantidad y confirma detalles del modelo por WhatsApp.,946,896,/assets/products/productos-ai/w610-ai-smart-glasses/main.jpg,,yes,yes,946,896,946,896,yes,no,OK,OK,video_faltante,Activo,boss_confirmed_2026-06-05|app/products.json|website:ai-productos.html|website:products.generated.js|firestore_queue_pending|image_confirmed_local_w610_folder|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
s1-ai-classic,HAODE AI CLASSIC S1,Gafas AI,Gafas AI classic,Gafas AI classic de HAODE. Cotiza cantidad y confirma detalles del modelo por WhatsApp.,545,510,/assets/products/productos-ai/s1-ai-classic/main.jpg,,yes,yes,1500,1300,1500,1300,yes,no,OK,OK,video_faltante,Activo,app/products.json|website:data/products.generated.js|HAODE Lista_de_Precios_HAODE_2026_Clientesxlsx.xlsx · Lista_Precios · fila 184,2026-07-25
w630-ai-pro,W630 AI PRO,Gafas AI,Gafas AI blancas,Gafas AI blancas de HAODE. Cotiza cantidad y confirma detalles del modelo por WhatsApp.,1092,1042,/assets/products/productos-ai/w630-ai-smart-glasses/main.jpg,,yes,yes,1092,1042,1092,1042,yes,no,OK,OK,video_faltante,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-11,Pantalla iPhone 11 INCELL FHD,Pantallas iPhone INCELL,iPhone 11 INCELL FHD,INCELL FHD versión estándar para reparación de iPhone 11. Cotiza cantidad y confirma compatibilidad por WhatsApp.,160,150,/assets/products/iphone-incell/11/fhd-main.jpg,,yes,yes,160,150,160,150,yes,no,OK,OK,OK,Activo,owner-confirmed name and media 2026-07-27|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-11-bolsa-protectora,Pantalla para iPhone 11 Bolsa Protectora,Pantallas iPhone INCELL,iPhone 11 Bolsa Protectora INCELL FHD,"Pantalla para iPhone 11 Bolsa Protectora INCELL FHD para reparación celular en México. Esta versión usa bolsa protectora de espuma y se cotiza por separado de la versión estándar, con precio de Caja confirmado en $135 MXN por pieza. Consulta disponibilidad actual, modelo exacto y cantidad por WhatsApp antes de confirmar el pedido.",155,145,/assets/products/iphone-incell/11-bolsa-protectora/main.jpg,/assets/products/iphone-incell/11-bolsa-protectora/video-01.mp4,yes,yes,155,145,155,145,yes,yes,OK,OK,OK,Activo,website:data/products.generated.js|app/products.json|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-11pro,Pantalla para iPhone 11 Pro,Pantallas iPhone INCELL,iPhone 11 Pro INCELL FHD,INCELL FHD para reparación de iPhone 11 Pro. Cotiza cantidad y confirma la versión correcta por WhatsApp.,195,185,/assets/products/iphone-incell/11pro/main.jpg,/assets/products/iphone-incell/11pro/video-01.mp4,yes,yes,195,185,195,185,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-11promax,Pantalla para iPhone 11 Pro Max,Pantallas iPhone INCELL,iPhone 11 Pro Max INCELL FHD,INCELL FHD para reparación de iPhone 11 Pro Max. Cotiza cantidad y confirma la versión correcta por WhatsApp.,185,175,/assets/products/iphone-incell/11promax/main.jpg,/assets/products/iphone-incell/11promax/video-01.mp4,yes,yes,185,175,185,175,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-12-12pro,Pantalla para iPhone 12 / 12 Pro,Pantallas iPhone INCELL,iPhone 12 / 12 Pro INCELL FHD,INCELL FHD para iPhone 12 / 12 Pro. Cotiza cantidad y confirma compatibilidad antes del pedido por WhatsApp.,195,180,/assets/products/iphone-incell/12-12pro/main.jpg,/assets/products/iphone-incell/12-12pro/video-01.mp4,yes,yes,195,180,195,180,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-12mini,Pantalla para iPhone 12 mini,Pantallas iPhone INCELL,iPhone 12 mini INCELL FHD,INCELL FHD para iPhone 12 mini. Cotiza cantidad y confirma compatibilidad antes del pedido por WhatsApp.,210,195,/assets/products/iphone-incell/12mini/main.jpg,/assets/products/iphone-incell/12mini/video-01.mp4,yes,yes,210,195,210,195,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-12promax,Pantalla para iPhone 12 Pro Max,Pantallas iPhone INCELL,iPhone 12 Pro Max INCELL FHD,INCELL FHD para iPhone 12 Pro Max. Cotiza cantidad y confirma compatibilidad antes del pedido por WhatsApp.,210,195,/assets/products/iphone-incell/12promax/main.jpg,/assets/products/iphone-incell/12promax/video-01.mp4,yes,yes,210,195,210,195,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-13,Pantalla para iPhone 13,Pantallas iPhone INCELL,iPhone 13 INCELL FHD,INCELL FHD para iPhone 13. Cotiza cantidad y confirma compatibilidad antes del pedido por WhatsApp.,195,185,/assets/products/iphone-incell/13/main.jpg,/assets/products/iphone-incell/13/video-01.mp4,yes,yes,195,185,195,185,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-13mini,Pantalla para iPhone 13 mini,Pantallas iPhone INCELL,iPhone 13 mini INCELL FHD,INCELL FHD para iPhone 13 mini. Cotiza cantidad y confirma compatibilidad antes del pedido por WhatsApp.,215,205,/assets/products/iphone-incell/13mini/main.jpg,/assets/products/iphone-incell/13mini/video-01.mp4,yes,yes,215,205,215,205,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-13pro,Pantalla para iPhone 13 Pro,Pantallas iPhone INCELL,iPhone 13 Pro INCELL FHD,INCELL FHD para iPhone 13 Pro. Cotiza cantidad y confirma compatibilidad antes del pedido por WhatsApp.,240,225,/assets/products/iphone-incell/13pro/main.jpg,/assets/products/iphone-incell/13pro/video-01.mp4,yes,yes,240,225,240,225,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
iphone-incell-13promax,Pantalla para iPhone 13 Pro Max,Pantallas iPhone INCELL,iPhone 13 Pro Max INCELL FHD,INCELL FHD para iPhone 13 Pro Max. Cotiza cantidad y confirma compatibilidad antes del pedido por WhatsApp.,260,245,/assets/products/iphone-incell/13promax/main.jpg,/assets/products/iphone-incell/13promax/video-01.mp4,yes,yes,260,245,260,245,yes,yes,OK,OK,OK,Activo,app/products.json|website:data/products.generated.js|HAODE_Lista_de_Precios_2026-09-24.xlsx · 2026-09-24,2026-09-24
